Season,Episode,Character,Line
3,1,Cartman,"Oh my God,  it smells like ass out here.
"
3,1,Choir Teacher,"All right, that does it!  Eric Cartman, you respect other cultures this instant!
"
3,1,Cartman,"I wasn't saying anything about their culture, I was just saying their city smells like ass.
"
3,1,Kelly,"Wow, seeing a place like this really makes you appreciate living in America, huh?
"
3,1,Kenny,"(Uh-huh.) 
"
3,1,Choir Teacher,"You may think that making fun of Third-World countries is funny, but let me-
"
3,1,Cartman,"I don't think it's funny! This place is overcrowded, smelly, and poor! That's not funny, that sucks!
"
3,1,Choir Teacher,"Eric, will you please, please, just keep your mouth shut while we present ourselves to the Costa Rican President?
"
3,1,Cartman,"Why?
"
3,1,Choir Teacher,"Because I'll buy you some ice cream afterwards if you do.
"
3,1,Cartman,"Eh-heheh!
"
3,1,Choir Teacher,"Well, it was a long trip, but the children are very excited to sing tomorrow.
"
3,1,El Presidente,"¿Qué?
"
3,1,Choir Teacher,"Uh, we're, uh, we're the choir? That, that was sent from... the United States?
"
3,1,El Presidente,"¿Qué?
"
3,1,Choir Teacher,"We're the group singing for the ""Save The Rainforest"" summit tomorrow?  Oh dear, where's, where's Mr. Mackey? He should have been here by now.  Children, do any of you speak Spanish?  Don't you dare! 
"
3,1,Mr. Mackey,"Sorry I'm late.
"
3,1,Choir Teacher,"Ogh! Thank goodness you're here; I don't speak any Spanish.
"
3,1,Mr. Mackey,"Oh, no problem.  Usted es choir de Estados Unidos, mbien?
"
3,1,El Presidente,"¡O! ¡O! Save The Rainforest.
"
3,1,Choir Teacher,"Yeess!
"
3,1,El Presidente,"Pablo los llevará en un tur de la jungla. 
"
3,1,Mr. Mackey,"Uh, he says Pablo here will take you on a rainforest tour.
"
3,1,Choir Teacher,"Oh boy! Mr. Presidente, round up your subjects outside. We have a special gift for you. The gift... uh-of song. 
"
3,1,El Presidente,"¿Qué?
"
3,1,Choir Teacher,"All right, children, Let's get in our rows quickly, so we can begin.
"
3,1,Kelly,"Did you remember all the choreography, Lenny?
"
3,1,Kenny,"(Yeah, I think so.)
"
3,1,Choir Teacher,"Hello, everybody. This is just a little rehearsal for tomorrow, so we may be a little rusty. 
"
3,1,The Tape,"Tootin' tootin' to, tada choo choo wow!
There's a place that is magical, and full of rain.
But now it needs help, because it is in pain.
Cleaning the earth is a mighty big chore
We're spreading awareness like never before!
Getting Gay With Kids is here! 
To spread the word and bring you cheer
Let's save the rainforest! What do you say?!
Being an activist is totally gay!
Someday if we work hard, boys and girls,
There'll be nothing but rainforests covering the entire world!
World!
Getting Gay With Kids is here!
To spread the word and bring you cheer. Yeah!
Getting Gay With Kids is here!
Let's save the rainforest! It's totally gay!
It's totally gay!
"
3,1,Choir Teacher,"Great job, gang! You were really all over the place, Kyle.
"
3,1,Kyle,"Thanks!
"
3,1,Cartman,"I told you Jewish people don't have rhythm!
"
3,1,Kyle,"Fuck off, Cartman!
"
3,1,Stan,"No, dude! I think Cartman might actually be right.
"
3,1,Kyle,"No! That's a stereotype.
"
3,1,Stan,"Dude! Maybe you really don't have any rhythm. 
"
3,1,Pablo,"This is now secondary rainforest we are entering. Notice the canopy of foliage.
"
3,1,Choir Teacher,"Oh, it's everything I ever dreamed it would be!
"
3,1,Kyle,"God-damn, it's hot out here!
"
3,1,Stan,"Aaah! Snake!
"
3,1,Kyle,"No, dude. That's a branch.
"
3,1,Stan,"Oh.  Aaah! Snake!
"
3,1,Kyle,"No. That's the same branch again.
"
3,1,Stan,"Oh.
"
3,1,Pablo,"The rainforest is very delicate, and we must take steps to protect it.
"
3,1,Cartman,"Yeah yeah yeah, take steps to protect it, blah blah blah.  We here this a million times back up in the States.
"
3,1,Pablo,"Here! Look! These are squirrel monkeys.  Endangered inhabitants of the rainforest.
"
3,1,Kelly,"Wow! Isn't he neat, Lenny? 
"
3,1,Cartman,"Bad! Bad monkey! 
"
3,1,Choir Teacher,"Eric, what the heck are you doing?? 
"
3,1,Cartman,"I'm asserting myself. It's tough love. Just like my Mr. Kitty. When he's bad I say, ""Uh that a bad Mr. Kitty!"" and I smack him on the head!
"
3,1,Pablo,"And here is a three-toed sloth. 
"
3,1,Cartman,"It's bad! It's a bad three-toed sloth!
"
3,1,Choir Teacher,"Eric, for God's sake, knock it off!!
"
3,1,Cartman,"Respect my authoritah!
"
3,1,Choir Teacher,"Well, Mr. Pedro, this was a great tour, but I guess we should be getting back. We have a big concert tomorrow, Don't we, kids?!
"
3,1,Kids,"YEAH!
"
3,1,Choir Boy,"I wish we could have seen the Yanogapa.
"
3,1,Kyle,"What's the Yanogapa?
"
3,1,Choir Teacher,"The Yanogapa are gentle native people that live in the rainforest, but bulldozers are destroying their homes. Soon, they will have nowhere to go. So we must stop bulldozing the rainforest so that they can live-!
"
3,1,Cartman,"Aagh Ghyod, here she goes again!!
"
3,1,Stan,"AAAAAAA! 
"
3,1,Choir Teacher,"Stanley, what is it?
"
3,1,Stan,"SNAAAKE! 
"
3,1,Pablo,"Oh, yes. Uh this is what we call a coral snake. Notice the red markings. Quite an amazing creature.
"
3,1,Stan,"AAAAAAA! 
"
3,1,Pablo,"What's the matter, little boy?
"
3,1,Cartman,"He's a little wuss, what's it look like? 
"
3,1,Stan,"I'm just a-scared of snakes.
"
3,1,Pablo,"Naw, naw. You must remember. This snake is more afraid of us than we are of it.  Oh!!  Agh.
"
3,1,Choir Teacher,"Oh my God!! 
"
3,1,Cartman,"Yeah, that snake is really scared of us all right!
"
3,1,Choir Teacher,"Jesus Christ, is he dead?! 
"
3,1,Stan,"Dude!
"
3,1,Kyle,"My guess would be 'yes.'
"
3,1,Choir Teacher,"Oh, no! God, no, no!  Don't panic, children.
"
3,1,Cartman,"Bad! That's a bad snay-ah! 
"
3,1,Choir Teacher,"Maybe we came from that way.  No, nno. Let's try this way. 
"
3,1,Kelly,"Benny? Do you think we're gonna be okay?
"
3,1,Kenny,"(Yeah. Everything is fine.)
"
3,1,Kelly,"That's good. Can I tell you something?
"
3,1,Kenny,"(Okay.)
"
3,1,Kelly,"I think I like you. 
"
3,1,Kenny,"(Really?!)
"
3,1,Kelly,"Yeah. I mean, I think we communicate really well.
"
3,1,Kenny,"(Oh, that's great!)
"
3,1,Kelly,"No, that's not good.
"
3,1,Kenny,"(That's not good?)
"
3,1,Kelly,"No. See, if I start to like you too much,  I'm only going to get my heart broken. 'Cause we live on opposite ends of the country.  Once this choir tour is over, we'll never see each other again.  And that would devastate me.  So I can't have any feelings for you, I just can't, Lenny! 
"
3,1,Kenny,"(Aaaargh!)
"
3,1,Choir Teacher,"Oh, children, the sun is setting. We have to find our way out of here quick!
"
3,1,Choir Teacher,"Whoa-kay, okay, everything is just fine, kids. Now it is important that we all stick together. Is everybody still here?
"
3,1,A Boy,"I'm not.
"
3,1,Choir Teacher,"Who's not?!
"
3,1,A Boy,"Me.
"
3,1,Kelly,"Benny, will you hold my hand?  I don't want to get emotionally attached, though.
"
3,1,Stan,"Oh my God, dude!! I just saw Tony Danza!!
"
3,1,Choir Teacher,"No, you didn't just see Tony Danza, Stanley.
"
3,1,El Presidente,"Bueno, bueno. Pongan el arcoiris al lado de las tortugas muertas. (Put the rainbow next to the picture of dying sea turtles.) 
"
3,1,Mr. Mackey,"Buenos dias, Señor Presidente, ¿mbien? (Hello, El Presidente)
"
3,1,El Presidente,"¿Qué tal? ¿Está todo bien? (Oh hello. Is everything going okay?)
"
3,1,Mr. Mackey,"Uh, muy bien. Señor Presidente, um... ¿Usted no ha visto el coro, no, mm-hm bien? (Oh fine, fine... You, uh, haven't seen the choir have you?)
"
3,1,El Presidente,"¡¿QUÉ?! (WHAT?!)
"
3,1,Mr. Mackey,"Parece que anoche no regresaron al hotel, hmbien. (Well, they never came back to the hotel last night...)
"
3,1,El Presidente,"¡¿Está bromeando, Mackey?! ¡¡¡Más de cien mil personas atenderan este evento!!! ¡¿Y me dice usted que no tendré a mis chiquitos lindos para que les canten?! (You've got to be kidding!! I have over a hundred thousand people coming to this event!!! Are you telling me that I have no darling little kids to sing to them?!)
"
3,1,Mr. Mackey,"Estoy seguro que-uh-mmm, que-aaah llegá- llegáran. No se preocupe. Eh, olvidelo, ¿yeah-mbien? (I am sure they'll get here. No problem, forget I said anything.)
"
3,1,Kyle,"Dude, we're totally lost! We're gonna die out here!
"
3,1,Kelly,"We are?
"
3,1,Choir Teacher,"Don't worry, Kelly. We're gonna find our way out of the rainforest and make it back to the concert in time. We just need to respect our mother rainforest so that she will respect us.
"
3,1,Kyle,"Miss Stevens, you have a bug on your back.
"
3,1,Miss Stevens,"Oh, really? Could you brush it off? 
"
3,1,Kyle,"Um, no.
"
3,1,Miss Stevens,"Oh, boy oh!! Oh my God, get it off me!! For the love of God, get it off me!! Oh my God!!  Oh-okay, children. We must understand that the insects of the rainforest help the delicate balance of life here.  Oh my God!! 
"
3,1,Kyle,"Rainforests suck! I wanna go home!
"
3,1,Kelly,"Me, too! 
"
3,1,Miss Stevens,"Shh. Children, okay, let's try to listen to what the rainforest tells us. And if we use our ears she can tell us so many things. Perhaps-
"
3,1,Kyle,"Aaaaa! There's a dude here! 
"
3,1,Miss Stevens,"Oh, thank goodness! Hello, sir. We are lost.  Cah heh, can you help us?
"
3,1,Soldier,"¿Qué?
"
3,1,Cartman,"Let me try, let me try. We are from America. A-me-ri-ca.  We are lost and verry hungry. Necesito burri-tos. 
"
3,1,Stan,"I don't wanna burrito, I want a taco. Supreme.
"
3,1,Cartman,"Y taco.
"
3,1,Kyle,"I want two tostadas and mild sauce.
"
3,1,Cartman,"Two tostadas and mih-um enchilito.
"
3,1,Miss Stevens,"Boys, please. Not every Spanish person eats tacos and burritos. That's a stereotype.  Children, he wants us to follow him! Oooh, thank goodness! I think this ordeal is over! 
"
3,1,Stan,"This doesn't look very safe.
"
3,1,Kyle,"Yeah. I think we should get the hell out of here.
"
3,1,Miss Stevens,"Now kids, let's be a bit more ""open-minded."" I read all about this in Newsweek; this is a ""people's army."" They are fighting the fascist policies of their fascist government.  Oh, hello. Do you speak of English?
"
3,1,People's Army Leader,"Who are you?!
"
3,1,Miss Stevens,"Oh, wonderful! We were lost, and it is such a great coincidence we found you. You see, we're here to protest the government-sanctioned raping of your rainforest.  We are fighters, just like you. Could you help us get back to San José?  Um...  Oh, I know! Perhaps you would like a gift.. Well, we have o-honly-hee one gift to give. The gift... of song 
"
3,1,Kids,"Honh. 
"
3,1,Miss Stevens,"Kyle, for the love of God, do the right choreography.  Oh, Kyle, please! 
"
3,1,People's Army Leader,"Enough! 
"
3,1,Miss Stevens,"Well, we hope that our gift of song has warmed your hearts.
"
3,1,People's Army Leader,"We're not getting gay with any kids, okay?
"
3,1,Miss Stevens,"Uh, yah, soooo, do you have a phone we could use?
"
3,1,People's Army Leader,"Heehee yes, we have a phone. It's right over there next to the 12-person jacuzzi.  Now, get out of here before we kill you!
"
3,1,Miss Stevens,"Is it because of the little Jewish boy's choreography?
"
3,1,Kyle,"Hey!
"
3,1,People's Army Leader,"You white Americans make me sick!  You waste food, oil, and everything else because you're so rich, and then you tell the rest of the world to save the rainforest because you like its pretty flowers.
"
3,1,People's Army Leader,"¡Rapido, rapido! 
"
3,1,Miss Stevens,"Run, children, run! 
"
3,1,El Presidente,"¡¿Donde putos está el coro?! ¡El espectáculo comienza pronto! (Where the hell is our choir?! The show is supposed to start soon!)
"
3,1,Mr. Mackey,"No se preocupe, ¿mbien? El Presidente, estáran aqui. Este evento es muy importante para que la maestra del coro se lo pierda. ¿M-m-mbien? (Don't worry, El Presidente, they'll be here. This is too important for the choir teacher to miss.)
"
3,1,Miss Stevens,"Hello?? Anybody?? Help??
"
3,1,Choir Boy,"Wow, look at the pretty flower. 
"
3,1,Miss Stevens,"Oh nonono, Jake. That fragile flower is very delicate, okay? 
"
3,1,Jake,"Aaaah. Ugh, help!
"
3,1,Miss Stevens,"Ga-ow! 
"
3,1,Kelly,"I wanna go home!  I hate the rainforest!
"
3,1,Kenny,"(Oh, there, there now. There's nothing to be afraid of, dear.) 
"
3,1,Kelly,"Oh Lenny, hold me.  No, I can't get attached.  Oh, but I do like you.
"
3,1,Kenny,"(Well, I like you-)
"
3,1,Kelly,"Oh, but you're only going to leave me.
"
3,1,Kenny,"(Oh, God damn it!)
"
3,1,Short Reporter,"We're here live in San José, Costa Rica, where hundreds of rich Americans have gathered for the Save the Rain Forest summit. Everyone is here so they can feel good about themselves, and act like they aren't the ones responsible for the rainforest's peril.
"
3,1,Slim Reporter,"That's right, Bob, and of course the main attraction today is the darling kids' choir, ""Getting Gay With Kids,"" all of whom must be backstage preparing at this very moment.
"
3,1,Miss Stevens,"Oh, there's just no end to this place! I think maybe we're going in circles. Oh, dear God! The summit starts in an hour; I'm gonna lose my job!  Aaaah!
"
3,1,Cartman,"This is bullcrap! I am not following this stupid hippie around anymore.
"
3,1,Miss Stevens,"Eric, where are you going?
"
3,1,Cartman,"I'm going this way!
"
3,1,Miss Stevens,"Young man, I am the adult here, and I say you go this way!
"
3,1,Cartman,"Look: you can stay over nyah , but I'm going over nyah. 
"
3,1,Miss Stevens,"Young man, I have had it!!
"
3,1,Cartman,"Nononono! You nyah, me nyah!  Screw you guys, I'ma going home.
"
3,1,Miss Stevens,"Good! You deserve to die, you little bastard!  Eric, we have to stay together!
"
3,1,Cartman,"God-damned stupid hippie activist! I should be home nestled in the couch with my Mr. Kitty right now watching Fat Abbot cartoons and eat-  Yes! I knew it! I'm saved! 
"
3,1,Stan,"Hey. Maybe Cartman was right.
"
3,1,Kyle,"Yeah. It happened once before.
"
3,1,Miss Stevens,"No. The Spirit of Maya has told me to go this way.
"
3,1,Cartman,"Mister! You've gotta help me! I'm starving to death!
"
3,1,Foreman,"What are you doing here, little boy?
"
3,1,Cartman,"I was with my class, and we got all lost in the rainforest, and I need some food. I'm fading fast!
"
3,1,Foreman,"Lost in the rainforest? Oh, my Lord! Where are all the others?
"
3,1,Cartman,"Food! I have to have food! 
"
3,1,Foreman,"Oh my God! Get this child some food, quick!
"
3,1,Cartman,"Chicken wings. 
"
3,1,Foreman,"Chicken wings!
"
3,1,Cartman,"Medium spicy. 
"
3,1,Crowd,"Start the show! Start the show! Start the show!
"
3,1,El Presidente,"La gente está ansiosa. Dentro de poco, se alborotan y empiezan a tirar chorchadas. (The activists are getting anxious. They will start throwing things soon.)
"
3,1,Mr. Mackey,"Estoy seguro que llegáran. Eh-solo poquito mas de tiempo, ¿mbien? (I'm sure the choir will be here. We just need a little more time)
"
3,1,El Presidente,"Bueno, voy a entretenerlos con mis chistes de Polacos.  (Well, I will try and amuse them with my Polish Jokes.)
"
3,1,Mr. Mackey,"Mbien.
"
3,1,El Presidente,"¿A cuantos Polacos les toma a comerse un burrito?  Dos.  ¿A cuantos Polacos les toma a manejar a Panamá? (How many Pollacks does it take to eat a burrito? Two. How many Pollacks does it take to drive to Panama?)
"
3,1,Miss Stevens,"Oh God, this is a nightmare! We're never going to make the festival!
"
3,1,Stan,"Hey, look over there. Isn't that smoke? 
"
3,1,Miss Stevens,"Let's go, quickly! 
"
3,1,Kyle,"Hey, it's a fire. That means there must be people. 
"
3,1,Miss Stevens,"Children, it's the Yanogapa.  Do not be afraid. We are not here to tear down your rainforest. 
"
3,1,Yanogapa 1,"Damtilié?
"
3,1,Yanogapa 2,"Damtilié?
"
3,1,Miss Stevens,"Look how they live in peace with all living things. Gentle, noble...  Run for your lives, children!
"
3,1,Stan,"Holy crap! 
"
3,1,Yanogapa,"Damtilié! Damtilié! Damtilié!
"
3,1,Stan,"Jesus Christ!
"
3,1,Miss Stevens,"Run run ruuun!  Waaah!
"
3,1,Kelly,"Aaaaa! Lenny! 
"
3,1,Kyle,"What the hell?
"
3,1,Stan,"We're sinking.
"
3,1,Miss Stevens,"It's quicksand, people! 
"
3,1,Stan,"All we ever heard growing up was, ""Save the rainforest. The rainforest is fragile""!
"
3,1,Kyle,"Yeah! Fragile my ass!
"
3,1,Kelly,"Larry, if we make it out of this, I want to be your girlfriend. Even if we do live in different places, I don't care! 
"
3,1,Kenny,"(Kelly, you said it!) 
"
3,1,Miss Stevens,"Okay. Just what the heck is going on here, people?  AAAAA!!
"
3,1,Kelly,"Oh no, that big thing is going to make love to Miss Stevens!
"
3,1,Miss Stevens,"All right, that does it!!  Goddamn stupid-ass rainforest!! This place fucking sucks!!  I was wrong!! Fuck the rainforest!! I fucking hate it, I fucking hate it!!
"
3,1,Stan,"Oh, now she figures it out.
"
3,1,Formena,"Quick! Everybody help the children!
"
3,1,Stan,"Wow!
"
3,1,Kyle,"Dude! Bulldozers rule!
"
3,1,Foreman,"Come on! Let's get you back to civilization!
"
3,1,Kids,"HOORAY!!
"
3,1,Miss Stevens,"Hooray, children!
"
3,1,Miss Stevens,"How did you know where we were?
"
3,1,Foreman,"Your little friend helped me out.
"
3,1,Miss Stevens,"Eric?
"
3,1,Cartman,"Who'd you expect? Merv Griffin?
"
3,1,Miss Stevens,"What exactly are you guys doing out here, with all this ...construction equipment?
"
3,1,Foreman,"We're clearing out big sections of the rainforest for a lumberyard.
"
3,1,Miss Stevens,"Really?  That's great!!
"
3,1,Foreman,"You mean, you don't mind?
"
3,1,Miss Stevens,"Nooo, I hate the rainforest! You go right ahead and plow down this whole fucking thing!
"
3,1,Foreman,"That's swell!
"
3,1,Kelly,"Okay, Benny. So in order for our long-distance relationship to work, we'll have to call each other every other day.
"
3,1,Kenny,"(Okay. I can do that.)  (Christ!) 
"
3,1,Kelly,"Aaaah! Lenny! No! 
"
3,1,Stan,"Oh my God, they killed Kenny.
"
3,1,Kyle,"You bastards!
"
3,1,Kelly,"Whah?? Who?! Who killed him?!
"
3,1,Stan,"They did.
"
3,1,Kelly,"Who's ""they""?!
"
3,1,Stan,"You know, ""they.""
"
3,1,Kyle,"They're... they're bastards.
"
3,1,Kelly,"Well don't just stand there, help him!!
"
3,1,Kyle,"What?
"
3,1,Stan,"Help ...him?
"
3,1,Kelly,"Aaagh!  Come on, Benny! Breathe!  Breathe, you son of a bitch! 
"
3,1,Kyle,"Whoa, dude!
"
3,1,Summit Host,"And now, here to teach us about the rainforest is Getting Gay With Kids. 
"
3,1,Miss Stevens,"Does everybody remember the new lyrics?  And...
"
3,1,The New Lyrics,"Tootin' tootin' to, tada choo choo wow!
There's a place called the rainforest; it truly sucks ass.
Let's knock it all down and get rid of it fast.
You say, ""Save the rainforest,"" but what do you know?
You've never been to the rainforest before.
Getting Gay With Kids is here! 
To tell you things you might not like to hear. 
You only fight these causes 'cause caring sells.
All you activists can go fuck yourselves!
"
3,1,Male Activist,"That was so inspiring.
"
3,1,Female Activist,"What a wonderful message.
"
3,1,"The New Lyrics, part II","Someday if we work hard, boys and girls,
Each year, the Rainforest is responsible for over three thousand deaths from accidents, attacks or illnesses.
There'll be no more rainforests left in the entire world!
There are over seven hundred things in the Rainforest that cause cancer.
World!
Join the fight now and help stop the Rainforest before it's too late.
Getting Gay With Kids is here!
To spread the word and bring you cheer. Yeah!
Getting Gay With Kids is here!
Let's knock down the rainforest! What do you say?!
It's totally gay! It's totally gay!
"
3,2,Stan,"Is this what you're looking for, Kyle?
"
3,2,Kyle,"No, I don't think so.
"
3,2,Kenny,"(How about this?)
"
3,2,Kyle,"No, that's a hair dryer!
"
3,2,Manager,"May I help you find something?
"
3,2,Kyle,"Yeah. Do you have any ""nurections""?
"
3,2,Manager,"Any what?
"
3,2,Kyle,"I need to get a nurection for my dad.
"
3,2,Manager,"Very funny, boys. Go on, beat it. 
"
3,2,Stan,"Why is that funny?
"
3,2,Kyle,"Dude, my mom and dad keep fighting all the time. And both of them say it's because my dad doesn't have a nurection. So I want to get him one.  Damn it! What the hell is wrong with everybody? 
"
3,2,Stan,"That's the fifth store we've been kicked out of. Why is it so hard to get a nurection?
"
3,2,Kenny,"(You guys, take it seriously.)
"
3,2,Kyle,"I just want a nurection so I can give it to my mom.
"
3,2,Man,"What?
"
3,2,Kenny,"(Well, see you guys. I gotta go take the bus out of town.)
"
3,2,Cartman,"Oh, where are you gonna go, Kenny? You gonna see your little girlfriend again?
"
3,2,Kenny,"(Yeah, you guys. Seriously.)
"
3,2,Cartman,"Dude, you spend way too much time with that girl. If you don't-
"
3,2,Kenny,"(Ach) 
"
3,2,Stan,"Oh my God, they killed Kenny!
"
3,2,Kyle,"You bastards!
"
3,2,Cartman,"What the hell happened to him?
"
3,2,Stan,"He just... ignited.
"
3,2,Man,"What happened?
"
3,2,Woman,"I saw it from across the street. He just caught on fire. 
"
3,2,Officer Barbrady,"Okay people, stand back. Give the little burnt boy some breathing room.
"
3,2,Blond Man,"I've heard about this. This is... spontaneous combustion. But it usually only happens to fat people near open flames.
"
3,2,Man 2,"Is it contagious?
"
3,2,Woman,"Am I going to spontaneously combust?
"
3,2,Man 3,"I hope it doesn't happen to me.
"
3,2,Woman,"This is very scary.
"
3,2,Mayor McDaniels,"The people are panicking about spontaneous combustion. That's why I've assembled this crack team of scientists to find out the cause of the phenomenon. You are the best scientific mind South Park has to offer.
"
3,2,Randy,"...Uuuh. Mayor, I'm a geologist.
"
3,2,Mayor McDaniels,"Right.
"
3,2,Randy,"Well, uh I don't study human biology, I study the earth.
"
3,2,Mayor McDaniels,"Look, you're the only scientist that lives in this town. You have to find an answer before more people combust. You do that, and you'll be the most beloved man in South Park. 
"
3,2,Crowd,"Randy! Randy! Randy! Randy!
"
3,2,Man,"We love you, Randy.
"
3,2,Woman,"Make love to me, Randy. Please!
"
3,2,Randy,"Wow.
"
3,2,Mayor McDaniels,"Marsh, I'm not asking you, I'm telling you! Find the cause of spontaneous combustion, or else!
"
