Season,Episode,Character,Line
4,1,Mr. Mackey,"Yes?
"
4,1,Man 1,"I'm Agent Sharp and this is Agent Keen. We're with  the FBI.
"
4,1,Agent Keen,"We're here to investigate the rock-throwing incident.
"
4,1,Mr. Mackey,"Nn-um. m'kay, uh, I've already taken care of it; Eric Cartman here is gonna be punished with two weeks of detention.
"
4,1,Agent Sharp,"I'm afraid it's a bit more complicated than that, Mr. School Counselor.You see, since the victim in this case is African-American, this is considered  a hate crime.
"
4,1,Cartman,"...What the hell is a hate crime?
"
4,1,Mr. Mackey,"Uh, oh, but I don't think this is a ruh-
"
4,1,Agent Keen,"New laws have been passed that make any crime based on race, ethnicity, or sexual orientation a federal offense.
"
4,1,Cartman,"What? A federal offense?
"
4,1,Mr. Mackey,"Oh no.
"
4,1,Cartman,"Oh no??
"
4,1,Agent Keen,"We're sorry, Ms. Cartman, but we must follow protocol.  Your son will be taken into custody and then tried in a federal court of law. 
"
4,1,Liane,"Oh my goodness.
"
4,1,Announcer,"The hate crime trial of the century is underway  on Court TV tracks U van. . Live. Here's your host, Leslie Smith.
"
4,1,Leslie,"What turns a normal, fat little eight-year-old boy into a vicious, hate-crime-committing racist? We take you live to the courtroom  as the defendant takes the stand.
"
4,1,Prosecutor,"Mr. Cartman, do you know a boy by the name of ""Token?""
"
4,1,Cartman,"Uh, yes?
"
4,1,Prosecutor,"Who is Token?
"
4,1,Cartman,"He's a black kid that goes to my school?
"
4,1,Prosecutor,"Black!  Did you say black?! You called him black?!
"
4,1,Cartman,"He is black.
"
4,1,Prosecutor,"O! He said it again!  He is African-American, and so you decided to pick him out!
"
4,1,Cartman,"I did?
"
4,1,Prosecutor,"The rage built and built inside your head until it became too much because you hate African-Americans!!
"
4,1,Cartman,"No! I hate hippies!
"
4,1,Prosecutor,"What?!
"
4,1,Cartman,"I hate hippies! I mean, the way they always talk about ""protectin' the earth"" and then drive around in cars that get poor gas mileage and wear those stupid bracelets - I hate 'em! I wanna kick 'em in the nuts!
"
4,1,Liane,"Oo, poopiekins?
"
4,1,Prosecutor,"Ladies and gentlemen of the jury, this is why we have hate-crime laws! This ""monster"" committed a crime—not against an individual, but against a race! Do the democratic thing and send his fat little butt to prison!
"
4,1,Cartman,"Ey! Don't call me fat, asshole!
"
4,1,Prosecutor,"The prosecution rests.
"
4,1,Girl in Pink,"Don't forget: we still have a sledding race this Saturday, pillow biters. 
"
4,1,"Stan, Kyle","We know!
"
4,1,Stan,"Dude, this is horrible. We gotta get Cartman out of court so we can go practice.
"
4,1,Judge,"Eric Cartman, you have been found guilty of committing a hate crime. For this, I hereby sentence you to the Alamosa Juvenile Hall, until you turn twenty-one.
"
4,1,Cartman,"No!
"
4,1,Judge,"I am making an example of you, to send a message out to people everywhere: that if you want to hurt another human being, you'd better make damn sure they're the same color as you are!  Court is adjourned! 
"
4,1,The Girls,"Woohoo! Hooray!
"
4,1,Judge,"Bailiffs, escort this little bastard to Juvenile Hall.
"
4,1,Black Bailiff,"Yes, sir. 
"
4,1,White Bailiff,"Alright, you! ...Uh-uh-uh, where'd he go? 
"
4,1,Cartman,"Kenny! Kenny, you have to get me out of town!
"
4,1,Kenny,"(What the fuck for?!)
"
4,1,Cartman,"They're gonna put me in jail for a hate crime! You have to take me to Mexico!
"
4,1,Kenny,"(Mexico?! Why the heck do I have to take you all the way to Mexico?!)
"
4,1,Cartman,"Calm down, Kenny!
"
4,1,Kenny,"(Hey!)
"
4,1,Cartman,"Do you still have that battery-powered toy truck you got last Christmas?!
"
4,1,Kenny,"(Yes)
"
4,1,Cartman,"Well, come on! I don't have much time! 
"
4,1,Anchor,"A car chase is evolving on the 285 corridor east of South Park! Hate-crime suspect Eric Cartman is trying to outrun federal prosecutors in his friend's Go-Go Action Bronco! Our Eye in the Sky Greg Nimins is there live. Greg?
"
4,1,Greg Nimins,"Tom, it looks like the Go-Go Action Bronco is heading east on 285. Police officers are right behind him  but as with any chase, they're keeping a safe distance to avoid any accidents here out on the highway.  Tom, it looks like the fugitive is going to make a bold move off an exit off 285. He's going into a residential neighborhood now; this is where it could get dangerous, as there are pedestrians about.
"
4,1,Cartman,"Damnit, Kenny! Can't this thing go any faster?!
"
4,1,Kenny,"(Why don'tcha keep your head down?!) 
"
4,1,Greg Nimins,"Tom, the police have set a roadblock right where the Go-Go Action Bronco is heading.  This could be the final stand-off.
"
4,1,Policeman 1,"Alright, that's far enough. Stop the Go-Go Action Bronco and come out with your hands up.  Just bring it to a stop and come on out.  Jeezus, he's gonna ram it!  Crazy son of a bitch.
"
4,1,Greg Nimins,"Well, it's been over thirteen hours now, and still the car chase has not ended. 
"
4,1,Kyle,"What the hell are they doing?
"
4,1,Greg Nimins,"The chase has now moved through most of Arizona and nears the Mexican border.
"
4,1,Stan,"Dude, if Kenny takes Cartman to Mexico, how are we ever gonna win the sledding race on Saturday?
"
4,1,Kyle,"Don't worry, dude. That little truck just runs on D batteries. It's gonna run out of juice soon. 
"
4,1,Cartman,"We're gonna make it, Kenny! We're gonna make it to Mexico!  Oh, God dammit! 
"
4,1,Stan,"Hello?
"
4,1,Girl in Pink,"Just a friendly reminder: Cartman's going to jail and you've got four days until the race, rump rangers!
"
4,1,Stan,"Son of a bitch!
"
4,1,Driver,"Here we are, the end of the road. Alamosa Maximum Security Juvenile Hall.
"
4,1,Warden,"Prisoner 24601, arriving.  Forward, prisoner! You will wake up each morning at 0500.  Lockdown is until 0900. At ten we begin random searches and checks for contraband.  At 11:30 we have naptime, followed by finger-painting. Your cellmate is Romper Stomper! 
"
4,1,Cartman,"Huh-who's Romper Stomper?
"
4,1,Romper Stomper,"I am!  And I don't want no new cellmate!
"
4,1,Warden,"You don't have a choice, Stomper! Now, show this new prisoner the ropes!
"
4,1,Romper Stomper,"Oh, I will!  You bet your ass I will.
"
4,1,Stan,"Alright, guys. It looks like Cartman's not gonna be able to sled with us for another... 13 years, so in the meantime we need someone to race with us against the girls on Saturday.
"
4,1,Kyle,"Yeah. Cartman's weight was what gave us speed, so we need to find the next-fattest kid besides Cartman. 
"
4,1,Stan,"Come on, who's the second-fattest kid in South Park?
"
4,1,Butters,"...Uuhh, I think Clyde is the next-fattest uh-kid.
"
4,1,Clyde,"Huh?
"
4,1,Kyle,"Yeah. Okay, get over here, Clyde.
"
4,1,Clyde,"I'm not fat.
"
4,1,Stan,"Deal with it, dude! Cartman's gone, so now you're the fat kid.
"
4,1,Kyle,"Yeah, fatass! Get your fat butt on the sled!
"
4,1,Clyde,"Hey, I'm not fat, you guys. I'm just kind of big-boned.
"
4,1,Stan,"Dah, that's what they all say. Okay, ready? Go! 
"
4,1,Kyle,"Awwgh! Hey dude, we don't even have enough weight to move.
"
4,1,Girl In Pink,"See you Saturday, poo sniffers!
"
4,1,Stan,"Nice going, fat boy!
"
4,1,Romper Stomper,"Well, well, well. New fish. How about you come up with a reason why we don't break your arms?!
"
4,1,Inmates,"Yeah!
"
4,1,Cartman,"Uh... 'Cause I'm just like you guys. Uh-I'm one of you.
"
4,1,Romper Stomper,"Oh yeah? The way I see it, there's two kinds of kids in the world: kids who like Animaniacs, and kids who don't like Animaniacs. You're either with us, or you're against us. So which are you?!
"
4,1,Cartman,"Oh, uh, well, personally, I... uhuhuhuh, I... don't like Animaniacs?
"
4,1,Romper Stomper,"...Neither do we
"
4,1,Cartman,"Oh, thank you, Jesus.  So we're friends now?
"
4,1,Romper Stomper,"No! There's no friends in the Big House! You come in with nobody and you leave with nobody. We don't believe in ""friends.""
"
4,1,Inmates,"Yeah!
"
4,1,Cartman,"Yeah, neither do I. Friends suck.
"
4,1,Romper Stomper,"Now, go find me some cigarettes and I'll tell you how to bust out of here.
"
4,1,Stan,"Okay, we've figured it out. To add more weight to the sled, we're gonna use these bricks , but we're gonna cover 'em with kid's clothes so that the girls think it's another kid!
"
4,1,Pip,"Oh, that's a wonderful idea.
"
4,1,Clyde,"So I don't get to be on the team now?
"
4,1,All the boys,"Shut up, fatass!
"
4,1,Kyle,"Yeah, why don't you go eat some more pork rinds or something, you fat fuck?! 
"
4,1,Stan,"Come on, let's get it a try. 
"
4,1,"Kenny, Stan","Woopee!
"
4,1,Stan,"Yeah-
"
4,1,"Stan, Kenny, Kyle","Wo-o-o-o-oh! 
"
4,1,Stan,"Dude, bail! Bail! 
"
4,1,Kenny,"(Huh? Uh.)  (AAAAAA!)  (Ufff!)  (Ugh!)
"
4,1,Stan,"Ooh, my God, we killed Kenny.
"
4,1,Kyle,"We killed Kenny?
"
4,1,Stan,"We Killed Kenny. We're bastards. 
"
4,1,Kyle,"Well, that didn't work. What else can we try?
"
4,1,Stan,"Nothing else is gonna work.  We have to face the fact that without Cartman we're gonna lose to a bunch o' girls.
"
4,1,Butters,"Well, uh-I sure do hate to, uh, to see my gender tuh, lose to a bunch o' women!
"
4,1,Pip,"This is a sad day for men everywhere.
"
4,1,Stan,"You know something, guys? I think we all took Cartman's ass for granted.
"
4,1,All the boys,"Yeup.
"
4,1,Kyle,"If only we had realized how special our time with his gigantic ass was.
"
4,1,Butters,"Well, all that time we didn't understand what a... unique and magical ass it was.
"
4,1,Girl in Pink,"Woohoo. Great time, girls.  Oh, gee. Looks like you lost another sledder. Good luck on Saturday, doughnut punchers! 
"
4,1,Stan,"That does it! We've got no other choice! We've got to bust Cartman out of jail!
"
4,1,Some boys,"Oh?
"
4,1,Other boys,"Huh?
"
4,1,Kyle,"How?
"
4,1,Stan,"I saw a movie once where they baked a cake and put a nail file inside of it.
"
4,1,Kyle,"Sweet! Let's go!
"
4,1,The group,"Hooray! Alright! Here we go!
"
4,1,Mother 1,"And have you been brushing your teeth?
"
4,1,Boy 1,"Yes, Mommy.
"
4,1,Mother 1,"And not dropping your soap?
"
4,1,Boy 1,"Yes, Mommy.
"
4,1,Boy 2,"Hi, Mom.
"
4,1,Mother 2,"Young man, that is the fourth time you've been late for our visiting time; you are grounded.
"
4,1,Boy 2,"Grounded? On, no! Um, wait... 
"
4,1,Guard,"Here you go, boys. Keep it short.
"
4,1,Cartman,"Hey you guys.
"
4,1,Kyle,"Hey, fatass. How's prison?
"
4,1,Cartman,"Well, it sucks balls. Whattaya think?
"
4,1,Stan,"Cartman, why the hell did you have to commit a hate crime?! We're gonna lose to girls because of you!
"
4,1,Kyle,"Yeah! So you gotta bust out of here.  So we made you this cake.  There's a ailnay ilefay inside of it.
"
4,1,Cartman,"A what?
"
4,1,Kyle,"An ailnay ilefay.
"
4,1,Cartman,"Wwhat's that?
"
4,1,Kyle,"Listen, aggotfay! An ailnay ilefay so you can eakbray out of isonpray!
"
4,1,Stan,"Yeah, you stupid umbassday!
"
4,1,Cartman,"I'd love to eat a cake, you guys, but they don't let us take anything back to the cells from here
"
4,1,Kyle,"They on'tday?!  Why the ellhay otnay?! It ooktay ourfay ourshay to akebay this Od-damnedgay akecay, and ownay we're otallytay ewedscray!
"
4,1,Stan,"...Yeah.
"
4,1,Cartman,"Look, that's not important right now! Did you guys bring the cigarettes?
"
4,1,Kyle,"Well, we got some cigarettes, but we don't think you should be smoking. Each year, over a million people die of smo-
"
4,1,Cartman,"Just hand over the God-damned cigarettes!
"
4,1,Stan,"Sshh! 
"
4,1,Cartman,"Look, if you guys want me back to win the sledding race,  then I need those cigarettes.
"
4,1,Stan,"How are we supposed to give them to you?
"
4,1,Cartman,"Just pass them through these little drill holes here. That's what everybody does.
"
4,1,Stan,"But they're gonna search you on your way back to your cell.
"
4,1,Cartman,"I know. That's why I have to have them up my ass.  Shut up, you guys! It's not funny!
"
4,1,Stan,"Alright, here. 
"
4,1,Cartman,"Well, okay... here... l'see...
"
4,1,Stan,"Wow. I really wish I hadn't sat here and watched that.
"
4,1,Kyle,"Me too.
"
4,1,Cartman,"Okay, guys, eh... If you'll excuse me, I must be going now. 
"
4,1,Kyle,"Don't fart on your way out; you might make little smoke signals. 
"
4,1,Cartman,"Hahah. Very funny, you guys, hahah. 
"
4,1,Stan,"That sucks that we couldn't give him the nail file. 
"
4,1,Kyle,"So now what do we do?
"
4,1,Stan,"There's only one thing we can do. We have to go see Token and see if he'll forgive Cartman for hate-criming him. Come on, we're running out of time!
"
4,1,Romper Stomper,"Well, did you get the cigarettes?
"
4,1,Cartman,"Yes. They are safely concealed in the depths of my ass.
"
4,1,Romper Stomper,"Alright. Go sit on the toilet and poop them out. I'll keep an eye out for the guards. 
"
4,1,Cartman,"Engh. Egh. Uuuh, stupid cigarettes.  One.  Heh, two.  Come on! Uugh, come on, now! Come on, uuhhhgghh  yeahhh. Hoh. Phew.  Hoh. ...Oh, God-damnit! 
"
4,1,Romper Stomper,"You flushed them?!
"
4,1,Cartman,"Well, you spend eight years takin' a crap and then flushin' the toilet; it sorta becomes a reflex! Please, just help me bust out of here.
"
4,1,Romper Stomper,"No way, douche. I told you: I ain't your friend. If you want me to help you, you're gonna have to sneak something else in for me.
"
4,1,Cartman,"Son of a bitch!
"
4,1,Kyle,"Dude, I didn't know Token lived so far away.
"
4,1,Stan,"Yeah. You know, they bus in people from different races to our school to promote cultural diversity.
"
4,1,Kyle,"Yeah. But isn't Token the only one?
"
4,1,Stan,"Yeah. 
"
4,1,Linda Black,"Hello?
"
4,1,Stan,"Hi. Can Token come out and play?
"
4,1,Linda Black,"Well, his head is still a little sore, but you can come in, if you like. 
"
4,1,Kyle,"Killer.
"
4,1,Stan,"Token, you don't wanna see us guys lose to girls tomorrow, do you?
"
4,1,Token,"No.
"
4,1,Kyle,"Well then,  you've got to call the jail right now and tell them that you forgive Cartman for being a dumbass!
"
4,1,Token,"Yeah.
"
4,1,Steve Black,"I'm afraid it's not that simple, boys.
"
4,1,Stan,"It's not?
"
4,1,Steve Black,"No. You see, the only person that can let Eric out of Juvenile Hall is the governor.
"
4,1,Kyle,"Dammit! Son of a bitch, dammit!  Oh, sorry.
"
4,1,Steve Black,"No, I'd, actually agree with you.
"
4,1,Kyle,"Huh?
"
4,1,Steve Black,"Yeah. I have a real problem.with hate-crime legislation. In fact, I'd love to see you kids go down and give the governor a piece of my mind.
"
4,1,Stan,"Well, why don't you tell the governor yourself?
"
4,1,Steve Black,"Oh, he wouldn't listen to me.
"
4,1,Kyle,"Why not?
"
4,1,Steve Black,"Because I'm black.
"
4,1,"Stan, Kyle","Oh.
"
4,1,Steve Black,"Sit down, boys. I'm gonna give you a little lesson about hate-crime laws. 
"
4,1,Cartman,"Oh, thank God! Oh, thank you, Jesus, uh! Hoh.  Here you go, God-damnit!
"
4,1,Romper Stomper,"Cool! My very own Tic-Tac-Throw game.  Ew, it smells, man.
"
4,1,Cartman,"Well, what the hell do you expect, huh?! Now I got your stupid game; tell me how to break out of here!
"
4,1,Romper Stomper,"You're not gonna break out of here! You're here 'til you're 21, douche!
"
4,1,Cartman,"But you said-
"
4,1,Romper Stomper,"I just wanted you to sneak stuff in for me. What? You actually think I give a crap about you?
"
4,1,Cartman,"I thought that-
"
4,1,Romper Stomper,"Hneah. You'd better wise up to the way things work in the big house.  Hey guys! I gots me a new Tic-Tac-Throw  Yeah, it's a little ripe, but it's brand new, man! You can play it at recess.  Hey. Uh, what are you doing?  You... you can't cry in prison, man. They'll bust your head open. What's the matter with you?!
"
4,1,Cartman,"I want my Mo-omm 
"
4,1,Romper Stomper,"Dude. 
"
4,1,Cartman,"Mommy, I want my Mommy! 
"
4,1,Romper Stomper,"Look, if it's that important to you, I'll bust you out of here.
"
4,1,Cartman,"You will?
"
4,1,Romper Stomper,"Yeah. ...Yyeah, I will. Uh-but not because you're my friend. Only because... because I wanna bust out, too. Anh-anh, and see Disneyland.
"
4,1,Aide,"Governor, the Free Eric Cartman Now Committee is here to see you?
"
4,1,Governor,"Naw, not another committee. Send them in.  This is the Free Eric Cartman Now Committee?
"
4,1,Token,"Yeah.
"
4,1,Governor,"Well, boys, what can I do for you?
"
4,1,Stan,"Okay, go ahead and start.
"
4,1,Kyle,"I don't start, you start.
"
4,1,Stan,"Oh, uhyeah.  Hello, Mr. Governor, and thank you for taking the time to hear our presentation on hate-crime laws, entitled, ""Hate Crime Laws: A Savage Hypocrisy.""  Yes, over the past few years our great country has been developing new hate crime laws.
"
4,1,Token,"If somebody kills somebody, it's a crime. But if someone kills somebody of a different color, it's a hate crime.
"
4,1,Kyle,"And we think that that is  a savage hypocrisy, because all crimes are hate crimes. If a man beats another man because that man was sleeping with his wife, is that not a hate crime?
"
4,1,Stan,"If a person vandalizes a government building, is it not because of his hate for the government?
"
4,1,Token,"And motivation for a crime shouldn't affect the sentencing.
"
4,1,Stan,"Mayor, it is time to stop splitting people into groups. All hate crimes do is support the idea that blacks are different from whites, that homosexuals need to be treated differently from non-homos, that we aren't the same.
"
4,1,Kyle,"But instead, we should all be treated the same, with the same laws and the same punishments for the same crimes . For in that way Cartman can be freed from prison, and we  will have a chance to win the sledding race on Thursday.
"
4,1,Stan,"That is our presentation. An idea that we call...
"
4,1,Token,"""Hate Crime Laws: A Savage Hypocrisy."" 
"
4,1,Governor,"Hm. That made the most sense of any presentation I've heard in the last three years.
"
4,1,Romper Stomper,"Hurry up! They're sending the dogs after us!  Mph. Oowww!
"
4,1,Cartman,"What's the matter?
"
4,1,Romper Stomper,"It's my leg! I think it's broken.  You go on ahead without me.
"
4,1,Cartman,"Uhokay. 
"
4,1,Romper Stomper,"Hey.  You're supposed to say, ""I'm not going without you,"" or something.
"
4,1,Cartman,"Oh. Really?
"
4,1,Romper Stomper,"Look, kid, you go on. You've got something to live out there. You've got friends.
"
4,1,Cartman,"Yeah. I never really realized that until just now.
"
4,1,Romper Stomper,"I sure would have liked to have seen Disneyland. Here. I want you to have these. 
"
4,1,Cartman,"Okay. 
"
4,1,Romper Stomper,"No! You're supposed to say, ""I can't take these,"" or something, dumbass!
"
4,1,Cartman,"Oh. I can't take these. 
"
4,1,Romper Stomper,"Take them. They'll bring you luck.  Now go on. Get out of here. 
"
4,1,Cartman,"Romper?
"
4,1,Romper Stomper,"Yeah?
"
4,1,Cartman,"You... well... I know you don't think you've... ever been anybody's friend, but, well, you're a friend to me.
"
4,1,Guard,"Alright, freeze! 
"
4,1,Cartman,"You'll never take us alive! We're going down together, pigs!
"
4,1,Guard,"But you've been pardoned by the governor! 
"
4,1,Cartman,"O ho ho, sweet. Later, dudes. 
"
4,1,Girl in Pink,"Well, come on! Are we racing or not?!
"
4,1,Stan,"Just wait. We got Cartman pardoned; he'll be here any second.
"
4,1,Kyle,"He's gotta show up. He's just got to.
"
4,1,Girl in Pink,"Come on, my feet are getting cold, fudge packers!
"
4,1,Bebe,"Yeah. If you're too scared to race, just say so!
"
4,1,Kyle,"Dude, I guess we've just got to try it without him.
"
4,1,Stan,"Alright, where's Clyde.
"
4,1,Clyde,"Right here.
"
4,1,Stan,"Get on the sled, you fat piece of shit!
"
4,1,Clyde,"For the last time, I'm not fat, so stop calling me fat, God-damnit! 
"
4,1,Kyle,"On the sled, fatass!
"
4,1,Girl in Pink,"Okay, girls. Time to show the boys what we can do!
"
4,1,Other girls,"Yeah!
"
4,1,Butters,"Huh-okay. Uh-ready, uhset,-
"
4,1,Cartman,"You guys! 
"
4,1,Stan,"It's Cartman!
"
4,1,Boy Sledders,"Hooray!
"
4,1,Cartman,"That's right! I'm back! 
"
4,1,Clyde,"Oh, thank you! Thank you for coming back!  Thank you so much. Thank you.
"
4,1,Cartman,"What the hell's wrong with Clyde?
"
4,1,Girl in Pink,"This is your last chance! Are we racing or not?!
"
4,1,Stan,"All right! Let's do this!
"
4,1,Butters,"Okay. Everybody ready? On your marks.
"
4,1,Cartman,"I hope I can adjust to life outside of the big house.
"
4,1,Butters,"Uh-get set. Go! 
"
4,1,Cartman,"Been on the inside for so long, I don't remember how to live on the outside.
"
4,1,Kyle,"Go, fatass!
"
4,1,Cartman,"When a man is stripped of his freedom, degraded in the ways that I was, it's-
"
4,1,"Token, Kyle, Stan","Go, fatass! 
"
4,1,Stan,"Come on! We've gotta catch up to them! 
"
4,1,Girl in Pink,"We've got' em, girls!
"
4,1,Kyle,"Oh no! The girls are gonna win!
"
4,1,Kids at Finish Line,"Go! You can do it! Come on!
"
4,1,Stan,"We're not gonna make it! 
"
4,1,Cartman,"Hey. 
"
4,1,Girl in Pink,"G'aaaaah! 
"
4,1,Bear,"Rowr.
"
4,1,Boy Sledders,"Hooray!
"
4,1,Stan,"We did it!
"
4,1,Girls,"Awww. 
"
4,1,Kyle,"We won! We won!
"
4,1,Butters,"Yeah. Why, we sure-uh gave those skanky bitches what for!
"
4,1,Boys,"Hooray!
"
4,1,Kyle,"It's good to have you back, Cartman.
"
4,1,Stan,"Yeah,. We're never gonna take you ass for granted ever again.
"
4,1,Cartman,"Yeah, and I'm not gonna take my friends for granted ever again.
"
4,1,Pip,"Let's all hear it for Cartman's big, fat ass!  Oh-ff. 
"
4,1,Cartman,"Do British people count as an ethnicity for hate crimes?
"
4,1,"Stan, Kyle, Butters, Token","Naah.
"
4,1,Cartman,"Sweet.
"
4,1,Guard,"Hey! Romper Stomper! Get up!  You got a visitor! 
"
4,1,Romper Stomper,"Eric!
"
4,1,Cartman,"Hey, Romper Stomper.
"
4,1,Romper Stomper,"Wow! I've never had a visitor before!
"
4,1,Cartman,"Well, that's not all. I snuck something in for you, too.
"
4,1,Romper Stomper,"You did? 
"
4,1,Cartman,"You know how you told me you always wanted to see Disneyland?
"
4,1,Romper Stomper,"Yeah. 
"
4,1,Cartman,"Yeah! That's the Pirates of the Caribbean. Ugh.
"
4,1,Romper Stomper,"Whoa! 
"
4,1,Cartman,"Hegh. Oh! Here comes Space Mountain-oh-uugh.  Ogh! Wait-
"
4,1,Romper Stomper,"Oh, yeah!
"
4,1,Cartman,"Uh, what else?  Splash Mountain, that comes now-oh! 
"
4,1,Romper Stomper,"Oh, the monorail!
"
4,2,Cartman,"Mom! MOOOM! Mom!  Seriously! Something wonderful has happened!
"
4,2,Liane,"What is it, snookums?
"
4,2,Cartman,"Mom, look! The tooth fairy! I put a tooth under my pillow, and she gave me two dollars!  She's only given me a lousy quarter before!
"
4,2,Liane,"Oh my! She must think that you are a very special little muffin.
"
4,2,Cartman,"Yeah! This is so tits!
"
4,2,Liane,"Don't say ""tits,"" Eric.
"
4,2,Cartman,"Oh, I mean, this is so cool!
"
4,2,Liane,"Well, then, now you should take that money and open up a savings account that has compounded daily interest.
"
4,2,Cartman,"Heh, you can compound daily my ass with interest, Mom; I'm goin' to the toy store and buy me a skateboard! 
"
4,2,Liane,"But Eric, I think maybe the tooth fairy wants you to use that money to learn about saving.
"
4,2,Cartman,"Mom, you don't know what the tooth fairy wants me to do with this money, okay? You're not the tooth fairy! I'll see you later!  Aw, man, this is so tits!
"
4,2,Cartman,"Hey you guys! You're not gonna believe this!  Oh my God, you guys, seriously!  Just wait until you hear this, you guys! I'm rich! I'm totally rich!  Aren't you stoked?!
"
4,2,Stan,"What the hell's wrong with Cartman?!
"
4,2,Kyle,"He's fat and he's stupid?
"
4,2,Cartman,"Look what the tooth fairy left me last night! 
"
4,2,Stan,"Two dollars!
"
4,2,Kyle,"No way!
"
4,2,Stan,"For one tooth?
"
4,2,Cartman,"For one tooth.
"
4,2,Stan,"Dude, every time I lost a tooth I only got a quarter.
"
4,2,Kyle,"I only got a jar of gefilte fish.
"
4,2,Cartman,"Well, that doesn't matter, because I have an idea that is totally tits.
"
4,2,Kyle,"...Totally what?
"
4,2,Cartman,"Look, I don't know why the tooth fairy's being so cool to me. Maybe she's hot for me. I don't know, but if we all chip in with teeth, then I can hide them under my pillow and we could get enough money to buy a  Sega Dreamcast.
"
4,2,"Stan, Kyle, Kenny","Sega Dreamcast??
"
4,2,Cartman,"All we need is teeth.
"
4,2,Stan,"I already lost all my baby teeth.
"
4,2,Kyle,"Me too. 
"
4,2,Kenny,"(Nuh-uh.)
"
4,2,Kyle,"You still have baby teeth, Kenny?
"
4,2,Kenny,"(No way!)
"
4,2,Cartman,"Kenny, think about it. Don't you want a  Sega Dreamcast?
"
4,2,Kenny,"(No I don't! Thank you.)
"
4,2,Cartman,"Alright! Kenny's in, you guys! Tits!
"
4,2,Stan,"Okay, the string is tied to Kenny's tooth. You ready over there?
"
4,2,Kyle,"Almost. You ready, Timmy?
"
4,2,Timmy,"Timmiihh!
"
4,2,Kyle,"When I say ""go,"" you slam your electric wheelchair into high gear. Okay, Timmy?
"
4,2,Timmy,"Timmiihh!
"
4,2,Kyle,"Right. You're Timmy.
"
4,2,Timmy,"Timmiihh! Lemmeouttaheah!
"
4,2,Kenny,"(Why the fuck does it have to be my tooth?)
"
4,2,Cartman,"I'll tell you why it has to be you, Kenny: because your family is poor, and therefore has bad oral hygiene, so your teeth are gonna fall out someday, anyway. If you think about it, you should actually be thanking us.  ""Oh, thank you, guys."" You're welcome, Kenny.
"
4,2,Kenny,"(Fuck you!)
"
4,2,Kyle,"Alright! Get ready, Timmy.
"
4,2,Timmy,"Timmiihh!
"
4,2,Butters,"Heh-hey guys, uh, wu-what are you doin'?
"
